content,target,category,score
여러가지 콘텐츠를 볼 수 있는 것은 좋으나 기존에 있었던 시청하고 있는 작품을 없애버려서 상당한 불편을 겪게 되었음... 또 평가했던 작품을 볼 수 있었으면 좋겠음,1,4,3.0
사운드관련해서 자기가 갖춰져있는 시스템만 기재되어 나오는거 같은데 표시창에 사용가능한 포맷이 모두 기재되어 있으면 좋겠습니다. 5.1이라던지 애트모스라던지 자기가 선택한 시청 등급?에서 실행 가능한 모든 포맷이 기재되면 더욱 편할거 같습니다. 매번 자기에게 가능한 포맷이 있는지 검색하는게 은근 불편합니다. 물론 시스템은 본인이 다 갖추어야 하겠지만요...,1,2,5.0
쿠팡플레이어가 시작한지 얼마 안됀거 치고는 좋았습니다. 컨텐츠는 부족하지만 앞으로 채워나갈꺼라 믿습니다. 아직 영상 볼때는 불편한점 못느꼈지만 메뉴 화면이 정리가 안된 느낌이듭니다. 특히 장르에서 불편함을 많이느낀거같네요 ㅠㅠ 이런점들이 더 보기 간단하게 보환된다면 원하는 영상도 쉽게 찾을수있고 데이터 수집에도 도움이되지않을까 생각이드네요??? ㅠㅠㅠ,1,2,3.0
"보기편하고 잘 나오고, 내용 또한 좋고 국내 ott중에는 최고아니겠어요? 더 좋은 컨텐츠로 티빙의 저력을 보여주세요.",0,0,0.0
라디오 들을때 핸드폰 화면 꺼지면 종료되는데 넘 불편해요 주머니에 핸드폰 넣고 들을수 있도록 개선해주세요,1,2,3.0
3년전 달의 연인은 나오는데 왜 태양의 후예는 없나요??다시 해주었으면 좋겠어요 다른사람들은 보고싶은게 있는데 돈도냈는데 옛날에 했던게 보고싶은데 없으면 어떡하나요?이거는 조금 다시 넣어주었으면좋겠습니다,1,4,4.0
찜한 콘텐츠 탭에서 콘텐츠를 누르고 뒤로가기를 하면 맨 상단으로 가는데 내가보던 위치로 돌아가면 좋겠네요,1,2,3.0
중드 좋아하는데 중드 많이 있어서 좋구요~좋아하는 배우가 나오는 드라마들도 볼 수 있어서 좋네요!!,0,0,0.0
항상 잘 쓰고 있어요. 특히 다른 앱 사용중에도 쓸 수 있는 기능이 유용합니다. 크롬캐스트도 잘 쓰고 있구요. 다만 영화나 미드같은 콘텐츠가 더 풍부했으면 좋겠습니다.,0,0,0.0
티비연결하기가 잘되다가도 비활성화되고 뭔가 안정적이지가 않네요. 상담사분 말로는 어플 오류라는데 개선이 안되나요?,1,1,2.0
"정말 좋은데 영상을 처음 틀면 화질이 한 20초 동안 안 좋고, 정주행 할때 배속 기능이 없어서 너무 불편해요.",1,2,3.0
처음 결제하고 2주체험중인데 볼게많아서 좋아요. 그렇지만 아쉬운점이 두개있는데 첫번째는 스트리밍할때 화질고정이 안되는거에요. 이건 참을만해요 진짜못참는 두번째는 [배속설정이안되는거]에요. 모든동영상을 유튜브로봤을땐 최소 1.25배속으로 보는데 이게안되니까 너무너무너무너무너무너무너무답답해요 좀속터짐. 지루한부분은 2배속해서 빠르게 넘기고 싶은데 그러면 집중도 더 잘될텐데.. 이게안되니까진짜아쉬워요.. 아 왜안되지왜... 왜왜.... 왜...? 매우매우답답답답해요 이것만됐어도 계속결제할텐데 이게안되니까 결제가 망설여져요. 배속기능넣어줘요..배속배속기능넣어줘요 이것만있으면 진짜좋을것같은데 시리즈드라마도 보기시작할수있을것같은데 배속기능없으니까 영화이런것만계속보게됩니다 배속기능넣어주세요 그럼 시간을 절약해서 더많은컨텐츠를 즐길수있을듯 배속기능이있으면 그럼진짜완벽해질듯 배속기능넣어주세요 배속기능 주세요빨리요빨리빨리... 속도조절해서 영화드라마보고싶다 빨리 배속기능을 넣어주시면 감사하겠습니다.,1,2,4.0
"아내의맛이 2021이 안나와있습니다, 넷플릭스 만들사람님 이거 패치좀해주고 업데이트좀 시켜주세요",1,4,3.0
워낙 tvn잘 봐서 이것저것 잘 보고 있네요. 아이 좋아하는 포켓몬도 다 있어 좋은데 아이 영화가 더빙이 많아 좀 서운하네요. 이왕 보는거 영어로 들었음하거든요. 집에 블루레이에서도 볼수 있었음 합니다. 핸드폰으로 보는거 힘들어서요.,1,4,2.0
넷플릭스 처럼 오른쪽 소리조절기능은 삭제하면 좋을것 같습니다 또 황희찬의 울버햄튼경기도 중계해주셨으면 하는 바램입니다,1,2,3.0
다양한 소재의 컨텐츠를 접할 수 있어서 좋아요 다만 속도를 최대 1.5배까지만 선택 가능한데 2.0배는 안 해주실까요??,1,2,3.0
태블릿으로 이용중인데 영화종류는 재생이 안되요 화면만 까맣게 나오고 소리도 들리지않아요 그런데 핸드폰에서는 되요 조치부탁드립니다,1,1,3.0
"넷플릭스를 통해 영어공부도 할수있게, 앱을 약간만 업데이트시켜 주었으면 좋겠습니다 , 즉, 모바일 & 컴퓨터 넷플릭스에서 2개의 자막을 동시에 볼 수 있게 만들어 주었으면 좋겠습니다, (영어공부에 효과좋은 방법) 그리고 (갤럭시에서) 분할화면이 되도록 만들어 주었으면 합니다 , 어려운 방법도 아니고, 만약 만든다면, 영어공부를 하고싶어하는 사람들의 유입 또한 대거 많아질수 있을것이라고 생각합니다. 저는 넥플릭스에, 영어공부를 하기위해서 가입했는데 , 지금대로라면, 곧 끊을것 같습니다 어려운 방법도 아닌데, 신규가입자는 꽤 유입시킬수 있는, 이 프로그램 업데이트를 꼭 한번 고려해 봐 주세요 ,",1,2,5.0
여러가지 영상을 볼 수 있어서 좋긴한데 동영상 기능 중에서 다음화 버튼은 있고 이전화버튼이 없어서 조금 불편합니다.,1,2,3.0
어제 미러링해서 보다가 티비전원이 꺼져버려서 다시 연결하려니 미러링 버튼이 없어졌더라구요ㅠ 종종 이런일이 있긴한데 시간이 지나면 다시 생기던데 어제는 어플 삭제후 재설치 한 뒤로 버튼은 생겼지만 연결이 계속 안돼요.. 크롬캐스트 기기를 찾을 수 없다고만 나오네요ㅠㅠ 해결방법 좀 알려주세요ㅜ,1,1,4.0
1.팝업 모드로 창을 띄웠을 때 자막이 사라지는 점이 불편해요. 2. 최근 보던 목록/보던 영상 이어보기가 있었으면 좋겠어요.,1,2,4.0
크게 버벅거리지 않고 무난합니다. 다만 간혹 크롬캐스트 연결이 안 되는 순간이 있을 수 있어요.,0,0,0.0
쿠팡 플레이 잘 이용하고 있습니다 다만 업데이트 하면서 샤오미 미패드 5 테블릿애서 열리지 않습니다 개선 부탁드립니다,1,1,4.0
너무 좋은데 시리즈가 많은 드라마 같은 경우에 자막에 오류가 많아요 번역해주시는 분이 이야기 흐름이나 인물관계를 잘 몰라서 언니를 동생이라고 쓸 때도 많고 오타도 많아서 불편해요,1,4,2.0
"빠르게 보고싶을때, 간편하게 보고싶을때 슆게 볼수있어 좋습니다 다만 가끔 볼수없는 프로그램이 있어서.. 아쉬운 부분이 있었습니다.",0,0,0.0
웨이브에 있다가 왔습니다. 그런데 홈 화면이 가로로 되지 않아서 너무나 불편합니다. 수정 좀 해주세요,1,2,2.0
다 좋고 너무 잘 보고 있는데 tvn 것도 추가해줬으면 하네요.. tvn에 확실히 유명한 드라마가 많아서 그런지 있는 드라마가 적은 건 아닌데 볼게없다고 느껴져요ㅠㅠ tvn 드라마도 있었으면 좋겠네요!,1,4,1.0
트와일라잇 서비스 중단된건가요? 오류 떳다고 하고 재생이 안되네요... 트와일라잇 시리즈 볼라고 결제했는데ㅠ,1,4,2.0
"애니메이션을 주로 보는데 순서 정리가 안 되어있어서 좀 불편하더라고요. 무엇을 먼저 봐야할지 하나의 창에서 극장판, 외전 이런것들을 순서대로 나열하면 어떨까 합니다. 잘 이용하고 있습니다. 굿굿",1,2,4.0
다시보기 덕분에 본방사수에 애쓰지않아도 되서 너무 좋아요. 다만 CJ채널도 제공해주셨으면 더 좋을것 같아요,1,4,1.0
안녕하세요. 평소 티빙 잘 애용하고 있습니다. 다름 아니라 건의 사항 있어서 글을 올립니다. 보기 싫은 프로그램 블라인드 거는 기능도 추가해 주셨으면 좋겠습니다. 요즘 방영중인 드라마중 보기 싫은 드라마가 있는데 그게 메인에 뜰때마다 자꾸 눈살 찌푸려지네요. 선택적으로 블라인드 걸수 있는 기능 좀 있었으면 좋겠네요.,1,2,3.0
제가 어떤 애니를 보려고 한달에 2만원씩 내고 보는데 갑자기 볼수없다면서 검색도 안돼요. 이유는 알겠는데.. 왜 없어졌나요? 계약이 끝난건가요? 제목은 over the garden wall 입니다.,1,4,2.0
전 TV로 웨이브를 보는사람인데요 정말좋고! 제가좋아하는 만화가 다있어서 좋았어요!!다만 요즘의 렉이더 심해지고 네트워크가 불안정할때도 있고 아니면 시청하기누르고 로딩중에 몇분동안 계속기다리고 안돼면 나갔다들어가는게 좀불편합니다ㅠㅠ 그거빼고는 다좋아요 지금도 잘보고있습니다~^^ 처음엔 리뷰보고 걱정했는데 렉이랑로딩빼고 괜찮은앱 인거같아 안심했습니다~,1,1,2.0
애니메이션 오프닝 넘기기랑 줄거리 넘기기 그리고 다음화 버튼만 추가되면 지금도 편한편이지만 더 편하게 쓸 수 있을것 같네요! 꼭 추가해주셨으면 해요!! 감사합니다!,1,2,3.0
프로그램도 많고 좋은데 작은 화면에서 다음화로 못 넘기니까 다시 프로그램 들어가서 또 바꾸고 너무 번거로워요,1,2,2.0
"퀵vod생겨서 편해요, 다만 좀 더 빨리 볼 수 있었음 좋겠어요. 전보다 프로그램 채널도 늘어나서 골라보는 재미도 있어요",0,0,0.0
푸른바다의 전설이랑 닥치고패밀리 볼려고 다운한 앱인데.. 없네요.. 닥치고패밀리는 다시보는 사이트가 아무도 없어..,1,4,1.0
앱은 정말 좋습니다. 하지만 제발.. 배속 기능 좀 추가해주세요.. 배속에 익숙해져 있는 수험생에겐 정속도는 정말...너무 고통스럽습니다 제발!!!!! 배속 기능 추가!!! 부탁드립니다.ㅠㅠ🙏🙏🙏🙏,1,2,2.0
지금 삼성qled tv에서 오늘부터 접속이 안되고있는데 어떻게 해야 고쳐질수있는지 문의드립니다.,1,1,2.0
"업데이트전에는 어떤 프로를보다가 티빙을종료하지않은상태에서 휴대폰자체의 종료버튼은 누르고 잠깐다른거 보다가 다시 티빙에 들어가면 보던프로가 자동재생되었는데 업데이트후에는 다시 재생버튼을 눌러야 재생이 되네요,",1,2,1.0
웨이브를 지금까지 잘 쓰고 있던 사람 중 한명이였습니다 근데 요즘 핸드폰으로 들어가도 영상이 재생하다 끈기는 일이 많이 발생하고 노트북으로 볼때도 크롬으로 들어가서 잘 봤었는데 요즘 재생되지 않네요 다른 앱들은 잘 재생하니 와이파이 연결문제는 아니라고 생각합니다,1,1,1.0
플레이때문에 월가입했네요.어짜피 쿠팡도 사용하니...처음 영화볼때 티비로봤는데 그후로는 그 기능이 안돼네요ㅠㅠ...무슨 방법이 없나요?처음부터 안됐으면 몰라도 왜 안돼는지ㅠㅠ,1,1,1.0
미드를 따로 구별해서 검색하고 볼 수 있는 탭이 없는 것 같아요 있다면... 너무 찾기 힘드네요 아직도 못찾았거든요...,1,2,2.0
자막을 요청해서 바꾸는 것도 불편하고 요청한다고 해서 모든 영상들에 자막을 적용되는 것도 아니여서 좀 불편합니다 이것 빼고는 좋습니다 자막만 좀 개선해주셨으면 합니다,1,4,2.0
갑자기 제 프로필 이미지가 바뀌어서 다시 변경하려고 들어갔더니 프로필 이미지 목록이 뜨지 않습니다 ㅠㅠ 어떻게 해야 하나요?,1,2,3.0
없는영화도 물론 있지만 나는 아직도 못본 명화들이 있고 그 니즈를 충족시켜줄만한 것은 왓챠플레이 인거 같다. 물론 넷플릭스도 훌륭하지만 영화를 더 좋아하는 나로서는 왓챠가 더 좋은 것이다.,0,0,0.0
다른 Vod 서비스 플랫폼보다 사용성이 그닥 좋은지는 모르겠으나 다양한 케이블사가 나와서 사용하고 있습니다~! 앞으로도 여러 방송사 줄지 않고 볼 수 있으면 좋겠습니다~^^,0,0,0.0
저가 항상 웨이브로예능을 보는데여ㅜ항상 웨이브루 예능을볼때 다른거한다구팝업으루볼때도있는데 팝업해서 어플로돌아갈때 자꾸이어서 재생이안되구 처음부터재생이되거나 오류가납니다ㅜㅜ왜이러는건가요???ㅜ오류수정부탁드립니다ㅜ,1,3,2.0
좀더 의견적 리뷰를 달고자 앞에부분 삭제하고 다시 작성합니다 저는 유료화에는 불만없구요 베이직은 딱히 가격도 안부담스럽고 광고없어서 좋습니다 유튜브도 프리미엄 보는데 좋은컨텐츠들 이렇게 볼수있어 좋습니다 다만 앞에 ott들이 너무 좋은 기능들이 많은데.. 후발주자로 뛰어든다면 적어도 그런부분을 좀 보완해야하는거 아닐까요? 그리고 실시간 트래픽 안정화 부디 빨리 됐으면 좋겠습니다,1,1,2.0
다 좋은데 애니메이션이 별로 없어요 ㅠㅠ 특히 호리미야가 없어서 많이 아쉬워요 앞으로 다른것도 기대하겠습니다!,1,4,1.0
"제가 보고싶은 드라마와 영화를 단돈 7900원만 내면 즐길 수 있다는게 너무 좋아요. 그런데 영화 장르가 잘못 등록되어 있는게 종종 있더라구요. 영화 '러브, 로지'는 멜로/로맨스인데 코미디로 되어있어요. 수정해주셨으면 좋겠어요.",1,4,1.0
"일곱개의 대좌 보고있는데 3기 14화 에서 'ジェリコが好き' 가 나오는데 원본은 '제리코가 좋아' 인데 '난,제리코가 좋아' 로 나오더라고요.. 이것만이 아니에요..,, 자막 수정해주세요..ㅠ",1,4,1.0
"검색하는건 간편한데, 내가 보던 영상을 볼 수 있는 영상이 메인에 있으면 좀 더 좋을 거 같아용",1,2,3.0
그래도 티빙이 제일 좋아요 넷플릭스 웨이브 씨즌 등 다 써봤지만 그래도 티빙이 제일 볼만한게 많고 괜찮은게 많은것같아요 다만 종류가 일본작이 조금 더 추가되면 더 좋을것같아요~~,0,0,0.0
로그인이 안됩니다ㅠㅠ 결제는 정기구독으로 결제가 되었고 갑자기 로그아웃이 되어서 로그인하려는데 비번이 기억이 안나 비번찾기하면 일치하지 않는다고 뜨고 아이디조회는 이메일하고 맞게 나오는데ㅠㅠ 어찌해결해야하나요..? ㅠ,0,0,0.0
"닥터후가 있네.. 영어, 스페인어 자막과 함께 동시자막 지원하면 진짜 개..대박인데.. 넷플릭스가 못하는 걸 해결할 수 있을 건데...",0,0,0.0
다 좋은데 좀 오래 보면 자꾸 렉걸리고 시청내역이 계속 바뀌어서 어디까지 봤는지 모르겠어요ㅠㅠㅠ오류 수정 해주세요ㅠㅠ!!,1,2,1.0
현재 프리미엄 사용자인데 전송 아이콘이 안뜨네요. 어제까지만해도 티비랑 연결해서 잘 봣는데.. 왜이러는거죠.,1,1,3.0
정말 잘 쓰고있는데요. 제발 스와이프로 밝기 및 볼륨조절 좀 끄는 설정 만들어주시면 안될까요? 상단바 내리고 싶어서 내리는데 볼륨 내려가고 너무 민감합니다. 그리고 잘 쓰지도 않아요. 밝기는 기본 시스템 밝기 따라가게 쓰고요. 잘쓰고 계신분도 계실테니까 제발 좀 끌수있는 기능좀 넣어주세요. 부탁드립니다 정말.,1,2,4.0
다 좋은데 왜 성인인증 하고나면 페이지 안넘어가나요? 19세 이상영화 못보고있어요 나 삼십살이 훌쩍넘었다고요,1,2,2.0
넷플릭스 너무 좋아용 ㅠㅠㅠ 근데 약간 아쉬운 점이 있는데 하이큐 같은거도 3기 까지 나와있구 4기는 없더라구요 ㅠㅠ 그래서 아쉬워요 ㅠ 그래서 결론은 좀더 다양한 애니 가 나왔으면 좋겠어요 이거 빼곤 짱이예요 ! 그럼 오늘도 화이팅 하세요! ㅎㅎ,0,0,0.0
컨텐트 부족이 조금 아쉽긴 하지만 괜찬은 서비스 인듯하네여 ^^ 가성비도 좋고 4k 영상도 되고 티비 연동이 될수 있음 더 좋겠어요 ^^ 관심항목 설정이나 즐겨찾기 도 만들어주세요~ ^^,0,0,0.0
앱이 갑자기 로딩도 안 되고 계속 튕기는데 왜 이러는지 모르겠네요 삭제하고 다시 깔았는데도 이러는데 왜 이러는거죠???,0,0,0.0
일단 훌륭한데 컨텐츠가 너무 부실함 초기라서 그럴수있다고 봄 이가격에 이정도면 매우 좋다고 볼수있음,0,0,0.0
예전 시트콤 청담동 살아요 왜 풀영상은 없고 짧게 짧게 영상만 있죠?ㅜㅜ풀로 보고싶은데 꼭좀 부탁드려요,1,4,1.0
"안녕하세요 넷플릭스 4년차 시청자입니다 솔직히 너무재밌고 아이들,어른들,나눠져 있어 너무 편한데... 이게 저희 가족중 엄마와 저가 계속 아이콘이 변경돼요ㅠㅠㅠㅠ 맨날 실엌 ㅋㅋㅋㅋㅋ등등 으로 바뀌네요 저희가족중 누가 그러는건지 아니면 채널이 그런건지 모르갰네요 ㅠㅠ 😭😭 제작자님이 이글을 봤다면 확인 좀 부탁드립니다.",1,2,3.0
잘쓰고 있어요 전 대부분 불편함없이 잘 쓰고있어요^^ 다만 다른 리뷰들에서 지적된 것처럼 티비 연결버튼이 가끔 복불복으로 사라질때가 있어서 아쉽긴해요~,1,2,2.0
좋아요! 한번씩 화질 안좋아지는건 가끔이라 괜찮아요! 그런데 드라마 종류 좀 더 늘려주면 조켔어요💜,0,0,0.0
영화는 콘텐츠가 많이 부족한거같아요. ㅋ 그리고 분명 영상화질을 고화질로 설정해놨는데 오늘 보니까 자동으로 되어있네요. 한번씩 설정치 이렇게 원래 바뀌는게 정상인가요?,1,2,3.0
진짜 너무 잘 보고있긴 한데 너무 불편해요. 뭐 좀 보려고 하면 검정화면만 뜨고 아무것도 보이질 않아요 프리미엄 걸제라 4기기 동시에 재생할텤데 저 혼자 재생을 해도 재행이 안 되네요.,0,0,0.0
이 번 업데이트 이후로 UI가 상당히 편해졌습니다.Pc 모바일 둘 다 좋아요. 그렇지만 밝기와 볼륨 조절 스와이프가 너무 민감합니다. 적정값 조정하기가 너무 힘들어요. 수치가 너무 빨리 바뀝니다. 수정이 필요해 보입니다.,1,2,4.0
전 미러링 잘 되었던 편이고(스마트티비) 티빙이 채널 덕에 중드 일드 다양하고 목록이 좋아서ㅠㅠ 가격도 저렴하니 늘 잘 쓰고 있습니다,0,0,0.0
홈 화면 오른쪽 상단쪽에 기기 연결하는 부분이 아예 활성화가 안되요 터치 해도 반응이 없습니다 이틀 전까지 티비로 연결해서 이용했는데 오늘부터 터지가 전혀 안되는데 어떤 문제일까요?,1,2,4.0
잘 사용하고 있습니다. 한 가지 건의 할 점이 있어요. 티빙 온리나 티빙 오리지널을 따로 탭을 만들어 주시면 감사하겠습니다. 검색으로는 '당신의 운명을 쓰고 있습니다' 만 나오네요,1,4,3.0
에구 저는 웨이브 1년간 잘 쓰고 있어요! 다른 분들은 불편한 점이 많은가봐요..ㅜ 전 잘 사용하고 있습니당 요즘 밖에 나갈일도 없어서 매일 집에 있는데 심심할 때 보면 시간 순삭이네용🙂 예전보다 많은 컨텐츠들이 올라와서 그건 좋은거 같아요 새로 방영하는 드라마들도 올라와서 좋긴한데 다른 계열사들의 채널과 계약이 안되어 있어서 못보는건 좀 아쉬워요ㅠ 웨이브 너무 잘 쓰고 있구 잘 됐으면 좋겠어용 다른 채널들도 올라오길 기다릴게요!🙂🙂 (특히 저는 ocn이나 tvn이 올라왔으면 좋겠어요🙏🙏😁),0,0,0.0
가성비좋긴한데 피씨에서 볼때 왜이어보기를 눌렀는데 자꾸 첫화가 나오는건가요? 티비랑 폰으로볼땐 잘되는데 피씨만 계속 이러네요. 그리고 스마트tv서 됩니다ㅋㅋ 안된다는 분들은 저가형 일명 중소기업 중국산티비인듯하네요 티빙도 중소기업티비선 안되는거랑 같다고 보셔도 무방하겠네요. 삼성티비에서 아주잘보고 있습니다.,1,2,3.0
제가 한동안 못봤던 드라마 다 무료로 볼 수 있어서 좋고 실시간으로도 좋은화질로 볼수 있어서 진짜 좋은데요..갑자기 앱에 못들어가지네요..계속 튕겨요..어떻게 된 건가요?,0,0,0.0
"1년 넘게 유료로 보고 있는데, 요즘 새로 시작하는 드라마는 신규컨텐츠로 잘 안 올라오는 것 같아요. 초반에는 드라마 종류도 많이 업뎃됐는데, 지금은 드라마 종영후 몇개월 있어야 올라오는 듯합니다. 영화도 좋지만, 신규 드라마도 많이 올라왔으면 좋겠어요!!",0,0,0.0
"대체로 가격 대비 만족은 합니다만, 앱 실행할때마다 로그인해야하나요? 너무 불편합니다. 이것만이라도 고쳐졌으면 좋겠네요..",1,2,1.0
저희 집 티비가 16년도에 구매한 초창기 삼성 스마트tv 인데요 ... 앱스에 쿠팡플레이 어플이 검색이 안됩니다. 한글로 해도 안나오고 영어로 검색해도 안나오는데 해결방법 없을까요?,1,1,3.0
영상 재생시 슬라이드로 영상 건너뛰기 스냅으로 밝기 및 볼륨조절 기능을 끄는 방법이 없을까요 화면에 뭐가 묻어서 지우려고 문지르면 시간이 건너뛰고 소리가 갑자기 올라가서 놀라고 자주 그럽니다.,1,2,4.0
아직은 좀더 지켜봐야하겠지만 타ott에는 없는 명작 미드나 영드등도 있어서좋고 그외 올라오는 신작 콘텐츠들도 신선하다 지금까진 만족 굿 꾸준히 참신한 신작들많이올려주세요~ 바램으로 범죄다큐하고 미드 hbo 오즈좀 올려주세요 그리고 오프닝건너뛰기 기능도 넣어주시면 좋을것같아요,1,2,2.0
티비에 웨이브앱 다운받았는데 라이브가 안 떠요. / 프로필 검색 홈 카테고리 my. 이렇게밖에 없어요,1,2,1.0
편리하고 좋지만 최신 드라마나 예능 그리고 영화가 잘 나오지 않아요 그런 불펀한 점 빼거 다 좋아요 왓챠는 레트로 감성 이라고해야되나???,0,0,0.0
탭 10.1 사용자 입니다 WiFi 사용시 화면이 처음 초기화면에서 더이상 진행이 안됩니다 빠른조치 부탁 합니다 방송이라고 보는건 티빙 뿐이라서...,1,1,4.0
웨이브 실시간 라이브는 스마트tv에서는 못보는건가요?휴대폰으로만 볼수있는건지 궁금하네요 스마트tv로도 되면 좋겠습니다,1,1,1.0
블리치 새로운시즌좀 빨리 올려주세요~ㅠㅠ. 😭 빨리좀 올려주세용^^ 너무너무 보그싶어용 그럼 수공하세요😄😄,0,0,0.0
"공중파 방송은 안되지만 나머지 인기 채널, 드라마, 뉴스 이만한 앱이 없는 듯. 전 만족해요. 화질 좋고 바로 다시보기 되고, 지인들 추천 많이 하는 편입니다.",0,0,0.0
점점 나아지고 있는것이 보여서ㅜ별점1에서 4로 변경. 다른기기류 안드티비나 엘쥐티비앱들도ㅜ변경되는거를 보면서 더 좋아짐을 느낌.,0,0,0.0
잘 사용하고 있는데요 중간에 끊기고 랙걸리는거 빼고 좋은 앱이예요 👍 그리고 다른 애니매이션도 많이 넣어주세요ㅠ,0,0,0.0
영화종류도 많고 은근 드라마나 애니메이션 종류도 많아서 좋네요 다만 시리즈 작품들은 더 완벽하게 수입해주셨으면 좋겠네요 중간중간 없는 시즌도 있어서 다 보기가 애매 하네요... 그리고 재생시에 배속 기능이 있었으면 좋을거 같아요 최대 2배까지 있으면 좋을거 같아요,1,2,3.0
진짜 재밌게 보고 있는데요 새로운시리즈를 처음보기 시작하면 화질이 안좋게 시작하네요ㅠㅠ 최고화질로 설정하고 네트워크도 원활한데 말이죠ㅠ,1,2,3.0
너무 좋아요 근데 모든 드라마에선 자막이 되는것도 있고 안되는것도 있네요 ㅠㅠ 이것또한 업데이트 해주세요 ㅠㅠ 제발요,1,4,1.0
태블릿 삼성 갤럭시 S6Lite 사용자입니다. 어제 갑자기 아이콘 배열이 작아지고 전체화면 버튼 누르면 꽉찬 가로 전체화면으로 전환 되질 않고 세로로 밖에 되질 않네요. 앱 재설치 해봐도 마찬가지고... 혹 설정이 변한게 있나요?,1,1,5.0
"매우 좋습니다만 자막/번역 더빙을 선택할 수 있었으면 좋겠습니다. 어떤 것은 자막만, 어떤 것은 번역 더빙만 존재하여 선택지의 폭이 좁다는 느낌이 듭니다. 또한 한국어 자막일 지원해주신다면 많은 사람들이 편하게 이용할 수 있을 것 같습니다. 프로필 잠금기능, 모바일로 시청 시 화면 밖으로 나갔다가 돌아오면 다시 재생되지 않는 현상, 안전안내 문자가 오면 꺼지는 현상 등도 개선해주셨으면 좋겠습니다.",1,2,5.0
다양한콘텐츠를 볼수 있어서 좋긴한데 보다가 멈춤현상이나 화질해상도가 심하게 낮아지는 현상이 최근부터 심합니다. 12월오류 이후로 그런거같아요. 개선해주세요,1,2,4.0
유료로 사용중인데 원하는드라마 많아서 좋음 예전에는 연속재생 안되게 설정이 안됐었눈뎅 요즘은 개선되서 잘 사용중임,0,0,0.0
흠. 솔직히 로고 바뀐거 말고는 뭐가 바뀌었는지 모르겠네요. 기록내용 보는 곳이 따로 생긴것뿐?? 뭐 가끔은 넷플보단 컨텐츠 찾기가 쉽다는 장점도 있습니다. 좀 더 편의를 위한 인터페이스 변경이 필요할듯 하네요.,0,0,0.0
방송 다시보기와 네플릭스에 없는 애니가 전체 시리즈로 있어서 좋아요. 이용면에서 중간에 다음화로 넘어가는 것이 빨리 떴으면 하는데 네플릭스 자동 넘기기에 익숙해 그런지 티빙 쓰면서 다음화 넘어가는 것이 엔딩곡 등 반복되는 부분 봐야 나오니 매번 움직이게 됩니다,1,2,3.0
"미드, 영화 보면서 영어공부용으로 잘 사용하고 있습니다. 다만, 모바일에서 뒤로가기가 10초 밖에 안 되는 점이 불편합니다. 그래서 '곰플레이어'처럼 뒤로가기를 1초, 3초, 5초 등으로 세세하게 설정 가능했으면 좋겠습니다. 혹은 'KMPlayer' 어플처럼 손가락으로 드래그하면 몇초~몇십초 전으로 뒤로가기 가능하게끔 업데이트되면 좋을 듯합니다. 그러면 넷플릭스로 미드, 영화 보면서 저 포함 영어공부 하는 분들이나 일반 시청자들한테도 굉장히 큰 도움이 될 것 같습니다. 감사합니다.",1,2,5.0
다른 ott에 없는 bbc 시리즈가 많아서 좋습니다. 닥터후 없어진건 아쉽네요. 영상 재생 해상도 선택이 가능한건 좋은데 영어자막 지원되는게 적고 10초 전후 이동시 딜레이가 깁니다. pip 모드에서 자막지원이 안되네요. 넷플릭스의 경우 다크모드 온오프 하면 자막이 떠서 똑같이 해봤는데 쿠팡플레이는 재생중이던 pip가 다크모드시 프로그램이 꺼집니다. pip 모드 자막지원 좀 해주세요.,1,2,5.0
잘보다가 갑자기 안되는데 다른건 다 재생되는데 지금 보는 드라마 쭉 그 뒤편은 못보네요 드라마 아이템 11-13화부터 쭉 안열리고 실행키 돌아가기만 컴컴한 화면 그래서 다운 받을랫더니 네트워크 연결 끊김이라는 문구만 주구장창....끊기지도 않았는데 끊겼다하고 몇일전부터 그래서 계속 못보고 있습니다,1,3,4.0
내가 찜한 컨텐츠에서 원래 찜한 거 취소 됐었는데 갑자기 +버튼 누르면 그냥 찜 버튼 사라지고 취소가 안되네요.. 이미 다 본거나 실수로 누른 건 좀 없애고 싶은데 원래 됐다가 안되니까 더 답답해요 업데이트를 했는데 왜 더 안좋아진건지.. 수정 부탁드려요,1,2,4.0
크롬캐스트로 재생하면 연속재생이 안되네요. 다음화 보려면 연속재생이 체크되어 있어도 휴대폰으로 다시 일일이 설정해줘야 하는 불편함이 있어요.,1,2,3.0
다 좋은데 제 아들이 신비아파트 애청자인데 신비아파트가 시즌 2까지만 있어 아쉽습니다. 추가 부탁드립니다,0,0,0.0
다 좋은데 컨텐츠 추가가 급급합니다 그리고 서버가 불안정한지 언제부터 계속 모든 기기에서 안들어가지네요,0,0,0.0
넷지오 tv에서 하는 것들도 다 들어있을 줄 알았는데 그건 아니라 아쉽네요.. 그래도 볼거 많고 흥미로워서 좋습니다,0,0,0.0
크롬캐스트가 갑자기 안되는데요.. 크롬캐스트 문제는 아닌게 왓챠나 유튜브 등은 잘 나오고 있습니다.. 확인 부탁 드립니다.,1,1,1.0
드라마가 안떠서 없구나 했는데 구독되어있는거 검색하닌깐 그것도 안 떠요. 근데 카테고리에는 나와요,0,0,0.0
